filename,title,youtube_id,category,confidence_basis,reason,cospeakers,topics,char_count,word_count
The Most Dangerous Sign Of A Copper Deficiency-F8mw2WKDe9U.en.vtt,The Most Dangerous Sign Of A Copper Deficiency,F8mw2WKDe9U,Moderate,content-peek,Wallach cues (1),,copper; iron; cardiovascular; liver; skin/hair,678,123
The Myth About Salt Dr. Wallach-PiI4SspcWQQ.en.vtt,The Myth About Salt Dr. Wallach,PiI4SspcWQQ,High,filename,Wallach named in title,,minerals; iron; cardiovascular; diet/nutrition; gluten; salt; longevity; anti-mainstream,5509,957
The Original Dead Doctors Don't Lie＊ Pt 2.mov-GEtwwvSdRFU.en.vtt,The Original Dead Doctors Don't Lie＊ Pt 2.mov,GEtwwvSdRFU,High,filename,Known Wallach show/lecture,,cancer; cardiovascular; lecture-flagship; anti-mainstream,44026,8374
The Power of Plant-Derived Minerals： Real Stories of Healing & Recovery-abh4TRpZYs4.en.vtt,The Power of Plant-Derived Minerals： Real Stories of Healing & Recovery,abh4TRpZYs4,Low,filename,No speaker cue in title,,minerals; kidney; brain/cognitive,928,174
The Return of Dead Doctors Don't Lie-L6cIRQabRR0.en.vtt,The Return of Dead Doctors Don't Lie,L6cIRQabRR0,High,filename,Known Wallach show/lecture,,diabetes; arthritis; cardiovascular; diet/nutrition; lecture-flagship,58705,11112
The Scary Truth Behind Bradycardia-loE8iAI297w.en.vtt,The Scary Truth Behind Bradycardia,loE8iAI297w,Low,filename,No speaker cue in title,,cardiovascular,501,95
The Silent Danger of Blood Thinners (And Nature's GENTLE Alternative)-Wj49mhiJLZg.en.vtt,The Silent Danger of Blood Thinners (And Nature's GENTLE Alternative),Wj49mhiJLZg,Moderate,content-peek,Wallach cues (1),,cardiovascular; stroke,5990,1051
The Top 10 Worst Foods To Eat - 10 Foods You Should NEVER Eat Again ｜ Dr. Joel Wallach-xt8N1cBOLKE.en.vtt,The Top 10 Worst Foods To Eat - 10 Foods You Should NEVER Eat Again ｜ Dr. Joel Wallach,xt8N1cBOLKE,High,filename,Wallach named in title,,osteoporosis; diet/nutrition; bones/joints; longevity; youngevity-product,38818,7366
The True History of Cooking Oil⧸Crisco-3FotPH0MLPw.en.vtt,The True History of Cooking Oil⧸Crisco,3FotPH0MLPw,Low,filename,No speaker cue in title,,cancer; cardiovascular,1440,275
The Truth about  Health –  Minerals are the Key  - Dr Joel Wallach-sME3ka1_WoI.en.vtt,The Truth about  Health –  Minerals are the Key  - Dr Joel Wallach,sME3ka1_WoI,High,filename,Wallach named in title,,minerals; diet/nutrition; skin/hair; bones/joints,54838,9833
The Upstream Battle  Thinking About Chronic Health --8NIEMGkYEYc.en.vtt,The Upstream Battle  Thinking About Chronic Health -,8NIEMGkYEYc,Low,filename,No speaker cue in title,,cardiovascular; kidney; skin/hair,7599,1342
The secret MINERAL MINE from Youngevity-bmD0Axrra_U.en.vtt,The secret MINERAL MINE from Youngevity,bmD0Axrra_U,High,content-peek,Strong Wallach cues (5),,minerals; calcium; magnesium; iron; diet/nutrition; youngevity-product,4224,784
They Said His Career Was OVER The ONE Supplement That Saved NBA All-Star Theo Ratliff (Untold Story)-HUcpMASROwU.en.vtt,They Said His Career Was OVER The ONE Supplement That Saved NBA All-Star Theo Ratliff (Untold Story),HUcpMASROwU,Low,filename,No speaker cue in title,,minerals; cardiovascular; muscles; energy/fatigue,6263,1134
This Land is Leached Land-lsYtCIrG98Y.en.vtt,This Land is Leached Land,lsYtCIrG98Y,Moderate,content-peek,Wallach cues (1),,minerals; diabetes; arthritis; alzheimers; cancer; cardiovascular; diet/nutrition; longevity; lecture-flagship,27768,4974
Top 10 Causes Of False PSA Test-W7hryWHXmzk.en.vtt,Top 10 Causes Of False PSA Test,W7hryWHXmzk,Exclude,content-peek,Other speaker cues: ['Talking-with-Docs'],Talking-with-Docs,arthritis; cancer; bladder,7892,1532
TrūAura - Ramping Up Your Skin Game With Probiotic Use Beyond The Gut. DWD 5⧸28⧸26-ugPQGDznDqA.en.vtt,TrūAura - Ramping Up Your Skin Game With Probiotic Use Beyond The Gut. DWD 5⧸28⧸26,ugPQGDznDqA,Moderate,content-peek,Wallach cues (1),,skin/hair; longevity; youngevity-product,89850,16497
ULTERINE FIBROIDS - DR. JOEL WALLACH-DONO1wbqwPo.en.vtt,ULTERINE FIBROIDS - DR. JOEL WALLACH,DONO1wbqwPo,High,filename,Wallach named in title,,obesity; diet/nutrition; gluten; brain/cognitive; hormones/reproductive,3457,685
UTERINE CANCER - DR. JOEL WALLACH-uxKK0_YFOiU.en.vtt,UTERINE CANCER - DR. JOEL WALLACH,uxKK0_YFOiU,High,filename,Wallach named in title,,selenium; diabetes; obesity; cancer; diet/nutrition; gluten; sleep; longevity; hormones/reproductive,2996,582
Ultimate D-Stress - powered by ManageStressNaturally.com-wDVn4lnIDVA.en.vtt,Ultimate D-Stress - powered by ManageStressNaturally.com,wDVn4lnIDVA,Moderate,content-peek,Wallach cues (1),,minerals; magnesium; muscles; energy/fatigue; youngevity-product,652,92
Ultimate D-Stress And Brain Issues Dr Joel Wallach-9PmpO4fwyBE.en.vtt,Ultimate D-Stress And Brain Issues Dr Joel Wallach,9PmpO4fwyBE,High,filename,Wallach named in title,,calcium; arthritis; cardiovascular; diet/nutrition; energy/fatigue; brain/cognitive,17942,3484
Undoing of Disease   The Selenium Story-5TAwTNpaHQs.en.vtt,Undoing of Disease   The Selenium Story,5TAwTNpaHQs,Moderate,content-peek,Wallach cues (2),,minerals; selenium; chromium; vanadium; diabetes; arthritis; osteoporosis; cancer; cardiovascular; cholesterol; diet/nutrition; salt; longevity; pregnancy/birth,34165,6112
Undoing of Disease - The Selenium Story - Dr. Schrauzer & Dr. Wallach-DKxb1BSpurc.en.vtt,Undoing of Disease - The Selenium Story - Dr. Schrauzer & Dr. Wallach,DKxb1BSpurc,Moderate,filename,Wallach with co-speaker,Dr. Schrauzer,minerals; selenium; chromium; vanadium; diabetes; arthritis; osteoporosis; cancer; cardiovascular; cholesterol; diet/nutrition; salt; longevity; pregnancy/birth,34148,6101
VARICOSE VEINS - DR. JOEL WALLACH-p_w-WNr2w78.en.vtt,VARICOSE VEINS - DR. JOEL WALLACH,p_w-WNr2w78,High,filename,Wallach named in title,,selenium; copper; zinc; diabetes; obesity; cardiovascular; diet/nutrition; skin/hair,4421,863
VASCULAR DEMENSIA - DR. JOEL WALLACH-QXQNole0-yE.en.vtt,VASCULAR DEMENSIA - DR. JOEL WALLACH,QXQNole0-yE,High,filename,Wallach named in title,,diabetes; alzheimers; dementia; cardiovascular; brain/cognitive,2289,431
WEEK HEART - DR. JOEL WALLACH-SMOZuVyER38.en.vtt,WEEK HEART - DR. JOEL WALLACH,SMOZuVyER38,High,filename,Wallach named in title,,selenium; diabetes; obesity; cardiovascular; diet/nutrition; gluten; skin/hair; bones/joints; energy/fatigue; longevity,5504,1084
WHY OUR KIDS ARE OBESE？ - DR JOEL WALLACH-eSr2nF9v-QM.en.vtt,WHY OUR KIDS ARE OBESE？ - DR JOEL WALLACH,eSr2nF9v-QM,High,filename,Wallach named in title,,minerals; diabetes; obesity; skin/hair; longevity,4880,884
We all can't be perfect immediately-dGhUgcc-rWs.en.vtt,We all can't be perfect immediately,dGhUgcc-rWs,Low,filename,No speaker cue in title,,diabetes; obesity; arthritis; alzheimers; cancer; cardiovascular,1609,262
Wellness 90 Pak - Better Health Challenge-8YFQM0xZ86w.en.vtt,Wellness 90 Pak - Better Health Challenge,8YFQM0xZ86w,Exclude,filename,Primary speaker: Youngevity product video,Youngevity product video,chromium; obesity; diet/nutrition; sleep; energy/fatigue; youngevity-product,1617,271
What Characterizes POTS？-BhdZRC0NVnU.en.vtt,What Characterizes POTS？,BhdZRC0NVnU,Exclude,filename,POTS awareness series (not Wallach),,cardiovascular; energy/fatigue,710,134
What Is The 90 For Life And Why Do we Need Them？ - LIVE BY DR. JOEL WALLACH-ZWXVDNjQjjk.en.vtt,What Is The 90 For Life And Why Do we Need Them？ - LIVE BY DR. JOEL WALLACH,ZWXVDNjQjjk,High,filename,Wallach named in title,,minerals; diet/nutrition; youngevity-product; lecture-flagship,16777,3087
What did Danny Glover say about Youngevity on TV？-cYo56d-NseI.en.vtt,What did Danny Glover say about Youngevity on TV？,cYo56d-NseI,High,content-peek,Strong Wallach cues (3),,minerals; diabetes; alzheimers; cancer; diet/nutrition; brain/cognitive; youngevity-product; lecture-flagship,6241,1199
Why Do You Think You Can’t Take Your Nutrients With Your Medication？ DWD 5⧸28⧸26-UoQ2BuUhi3Q.en.vtt,Why Do You Think You Can’t Take Your Nutrients With Your Medication？ DWD 5⧸28⧸26,UoQ2BuUhi3Q,Low,filename,No speaker cue in title,,selenium; cardiovascular; diet/nutrition,70678,12876
Why Trace Minerals Are Important for Human & Plant Health-FBDVCPfCSw0.en.vtt,Why Trace Minerals Are Important for Human & Plant Health,FBDVCPfCSw0,Low,filename,No speaker cue in title,,minerals; copper; diet/nutrition,33088,5648
Why Your Body is ＂Rusting＂ From the Inside Out-SvWg4toNNJI.en.vtt,Why Your Body is ＂Rusting＂ From the Inside Out,SvWg4toNNJI,Moderate,content-peek,Wallach cues (1),,minerals; selenium; cancer; cardiovascular; thyroid; lung/respiratory; muscles; hormones/reproductive,6376,1115
Yolanda Brown： Discover The World Of You Can - We Can & We Will! DWD 6⧸11⧸26-tw1JQEXGfmA.en.vtt,Yolanda Brown： Discover The World Of You Can - We Can & We Will! DWD 6⧸11⧸26,tw1JQEXGfmA,Low,filename,No speaker cue in title,,,43013,8115
You'll Never Guess The Biggest Cause of Inflammation Causing Free Radicals-tMx4kEtIQzw.en.vtt,You'll Never Guess The Biggest Cause of Inflammation Causing Free Radicals,tMx4kEtIQzw,Moderate,content-peek,Wallach cues (2),,selenium; iron; diet/nutrition,4229,736
Yvonne Rea： The Microcurrent Revolution! An In-depth Look & What Strides Have Been Made DWD 4⧸29⧸26-kOQiN44Szu8.en.vtt,Yvonne Rea： The Microcurrent Revolution! An In-depth Look & What Strides Have Been Made DWD 4⧸29⧸26,kOQiN44Szu8,Exclude,filename,Primary speaker: Yvonne Rea,Yvonne Rea,diet/nutrition; brain/cognitive,54928,10465
Yvonne Rea： Why Are People Breathing Easier？  Expansion of Breath DWD 5⧸20⧸26-0yWs2pTr0nw.en.vtt,Yvonne Rea： Why Are People Breathing Easier？  Expansion of Breath DWD 5⧸20⧸26,0yWs2pTr0nw,Exclude,filename,Primary speaker: Yvonne Rea,Yvonne Rea,diet/nutrition; lung/respiratory; brain/cognitive,59919,11319
dead doctors don't lie - 06 cholesterol and heart disease-5AS8gDQuZeI.en.vtt,dead doctors don't lie - 06 cholesterol and heart disease,5AS8gDQuZeI,High,filename,Known Wallach show/lecture,,chromium; diabetes; cancer; cardiovascular; liver; thyroid; cholesterol; diet/nutrition; skin/hair; longevity; lecture-flagship,2994,545
dr wallach Alzheimiers-vA_XU412Lwo.en.vtt,dr wallach Alzheimiers,vA_XU412Lwo,High,filename,Wallach named in title,,obesity; alzheimers; dementia; cholesterol; diet/nutrition; energy/fatigue; brain/cognitive; longevity; youngevity-product,4255,791
dr wallach diabetes-vWpA3xbPrtI.en.vtt,dr wallach diabetes,vWpA3xbPrtI,High,filename,Wallach named in title,,minerals; diabetes; cardiovascular; diet/nutrition; energy/fatigue; youngevity-product,2096,365
dr wallach new cancer-hTBaC9glQns.en.vtt,dr wallach new cancer,hTBaC9glQns,High,filename,Wallach named in title,,diabetes; cancer; cardiovascular; stroke; diet/nutrition; gluten; energy/fatigue; longevity; youngevity-product,5962,1119
＂Dead Doctors Don't Lie!＂ VHS-h4keZqXek5M.en.vtt,＂Dead Doctors Don't Lie!＂ VHS,h4keZqXek5M,High,filename,Known Wallach show/lecture,,minerals; selenium; copper; zinc; arthritis; liver; diet/nutrition; lecture-flagship,146322,27460
"＂Dead Doctors Don't Lie＂ - Joel D. Wallach, B.S. D.V.M. N.D.-0JfPPljmPHw.en.vtt","＂Dead Doctors Don't Lie＂ - Joel D. Wallach, B.S. D.V.M. N.D.",0JfPPljmPHw,High,filename,Wallach named in title,,minerals; diet/nutrition; skin/hair; bones/joints; lecture-flagship,152656,28765
788873904-Dr-Joel-Wallach-Joel-D-Wallach-JD-Wallach-Ma-Lan-MD-Hell-s-Kitchen-Causes-Prevention-and-Cure-of-Obesity-Diabetes-and-Metabolic-Syndrome-De.pdf,"Hell's Kitchen: Causes, Prevention and Cure of Obesity, Diabetes and Metabolic Syndrome",,High,book-ingestion,"Wallach-authored book (book-pdf, 412 pages, method: text-layer)",,minerals; selenium; diabetes; obesity; diet/nutrition; longevity; rare-earths,692519,113244
Joel D. Wallach - Dead Doctors Don't Lie (2011) (EPUB) - roflcopter2110.epub,Dead Doctors Don't Lie (2011),,High,book-ingestion,"Wallach-authored book (book-epub, 28 chapters, method: html-extract)",,minerals; diet/nutrition; longevity; rare-earths,976184,160026
podcast/2023-01-16_Dead_Doctors_Dont_Lie_16_Jan_2023_8738d5c8b784.txt,Dead Doctors Dont Lie 16 Jan 2023,,Moderate,podcast-ingestion,DDDL Radio episode (Wallach with co-host Doug Winfrey),Doug Winfrey,,42950,8035
podcast/2023-01-17_Dead_Doctors_Dont_Lie_17_Jan_2023_968cf871ec5c.txt,Dead Doctors Dont Lie 17 Jan 2023,,Moderate,podcast-ingestion,DDDL Radio episode (Wallach with co-host Doug Winfrey),Doug Winfrey,,46505,8783
podcast/2023-01-19_Dead_Doctors_Dont_Lie_19_Jan_2023_e84db0e9b3d7.txt,Dead Doctors Dont Lie 19 Jan 2023,,Moderate,podcast-ingestion,DDDL Radio episode (Wallach with co-host Doug Winfrey),Doug Winfrey,,18231,3491
podcast/2023-01-24_Dead_Doctors_Dont_Lie_24_Jan_2023_10eb44ad763d.txt,Dead Doctors Dont Lie 24 Jan 2023,,Moderate,podcast-ingestion,DDDL Radio episode (Wallach with co-host Doug Winfrey),Doug Winfrey,,47689,8867
podcast/2023-01-26_Dead_Doctors_Dont_Lie_26_Jan_2023_a0825e02df54.txt,Dead Doctors Dont Lie 26 Jan 2023,,Moderate,podcast-ingestion,DDDL Radio episode (Wallach with co-host Doug Winfrey),Doug Winfrey,,41294,7814
podcast/2023-01-27_Dead_Doctors_Dont_Lie_27_Jan_2023_fc924bd3ec42.txt,Dead Doctors Dont Lie 27 Jan 2023,,Moderate,podcast-ingestion,DDDL Radio episode (Wallach with co-host Doug Winfrey),Doug Winfrey,,11519,2290
